text,_id
"Order the panang duck, it's fantastic.",3376
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",173
"Other than the crappy service from two individuals, it's great.",1836
What more can you ask for?,1703
Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,3564
They have authentic Indian at amazin prices.,1404
You are treated just like royality.,645
"There's nice and quiet, small but enough for 6 (or more).",3288
Ambiance- relaxed and stylish.,1819
I've never felt more unwelcome than last month at Jimmy's Bronx Cafe.,1144
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",2639
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",1474
"Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).",1553
and yes Dal Bukhara is so dam good and so are all the kababs.,2059
I look forward to eating here again,926
I've been coming here as a child and always come back for the taste.,2385
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,2498
"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",2469
"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",567
The food always tastes fresh and served promptly.,3517
I know because I live nearby.,2069
The pizza here is delicious.,1599
My entire family was horrified.,2860
On a monthly basis my friends and I get together and have a girls night out.,1092
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",2548
"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",759
But who says Murray's is anything about service.,3175
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",2209
I have NEVER been disappointed in the Red Eye.,2717
Hats off to the chef.,1352
This should have been done in a back room - away from customers.,1543
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",3537
Glad you have the luxury to throw out paying customers.,3213
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",1743
Its an excellent place to relax and the food is one of the best in the city of New York.,1321
"service is friendly, and never had a problem walking in and getting a table.",2907
The atmosphere was crowded but it was a great bistro-type vibe.,1890
Check it out,2675
"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",2588
Don't go.,2234
The food was bland oily.,3130
But they do.,3285
"What is even better, is that the prices are very affordable as well, and the food is really good.",709
The fish is fresh but the variety of fish is nothing out of ordinary.,1198
Look I dont know if the people who wrote the reviews have ever been to a decent place (PLEASE TRY SOMEOTHER PLACES).,2380
Suan has challenged this loyalty.,2250
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",2302
"And Kruno, the beverage manager is the best bartender I have yet to come across.",1110
"Ambiance and music funky, which I enjoy.",973
"The food, drinks and service are clearly among the best in the city.",2132
I went there in late afternoon for some bite size food and refleshment with my date.,231
"It's a really great deal, considering we got full off of four dollars.",1184
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",250
Went with mommy (the only person who could afford taking me here).,227
My friends and I were on vacation in NY and was referred to Chance by a friend.,3653
"Last time I went here, the waitress didn't come back after taking our order.",2988
Try the tandoori salmon!,3092
"I am completely hooked on this place, it is ridiculous.",1166
"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",3686
"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",1922
"Have recommended the place to friends, always gets good response.",2978
We will return many times for this oasis in mid-town.,2139
I love the atmorphere @ peep!,2454
Enjoy!,1881
We weren't!,633
This is one of my favorite restaurants and it is not to be missed.,268
(La Rosa is connected by a swinging door to the Mexican restaurant Pacifico).,3613
It could have been handled better.,1531
The service was attentive and her suggestions of menu items was right on the mark.,603
The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,678
Please be aware that it's CASH or AMEX only!,2690
"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",1830
It's a rather cramped and busy restaurant and it closes early.,1408
"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",2521
"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",1918
I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,2930
They were served warm and had a soft fluffy interior.,2166
What came to our table was burned beyond recognition and stringy.,887
I had the Pad Thai and the noodles were sticky.,2448
"So I've never actually been to M proper, but I've had it delivered a few times.",3244
"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",1478
"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",1413
The hostess is rude to the point of being offensive.,3129
"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",2271
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",1554
The food is great.,2306
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,1975
"Lunch came with pickels and slaw, no extra charge.",3699
Decent wine at reasonable prices.,2875
All conveniently delivered right to the door.,2303
even the wine by the glass was good.,2513
Nice Family owned traditional restaurant.,458
would have rather tried terrace in the sky or water club for that price,809
This dish is my favorite and I always get it when I go there and never get tired of it.,141
"I also ordered the Change Mojito, which was out of this world.",3655
Okay service.,2098
The only thing more wonderful than the food (which is exceptional) is the service.,1624
We were very pleasantly surprised.,1928
"The food was just awful, ATROCIOUS actually.",2377
I will never visit this restaurant again.,3209
The soup for the udon was soy sauce and water.,338
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",1630
The waitress suggested glasses of wine that went very well with the food.,1907
"(or sister, in my case!).",1557
I've eaten at many different Indian restaurants.,3408
"They might be all business at the counter when you give your order, but their food says I love you.",1535
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",3202
Try their plain pizza with fresh garlic or eggplant.,449
Don't go there!,1449
"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",927
Good luck getting a table.,585
"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",1927
Don't look down your nose at me like that...,1367
Planet Thai is great!,701
The service is awful.,345
Just don't do it.,293
Just ignore the trendy wannabes.,1720
"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",1494
"Trust me, it will be great, and all of it will be devoured in no time.",1085
My girlfiends and I ate at O.G. again last night.,2636
I wish they had one near my office- I would go everyday.,1179
Finally!,1976
Amma has the worst value for money I have experienced in NYC over the past 2 years.,1315
"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",3194
I think this would be a pretty good spot if it were not so overpriced and overrated.,688
Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,2393
The pizza is good though.,1278
bottles of wine are cheap and good.,2201
You will not be disapointed at all.,624
Walk-ins are risky too.,3252
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",620
They didn't give us the dinner special until we asked for it.,3541
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,865
"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",375
Very good service and very good prices.,2126
I recently went to this restaurant with some co-workers for lunch and had an amazing time.,2078
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",846
Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,2158
Our food was great too!,1578
Open late (well as late as I ever got there and I'm a night person),1282
"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",1319
"Get your food to go, find a bench, and kick back with a plate of dumplings.",1175
"Please try the Filet Mignon, its just the most tender piece ever.",1115
"Everything we had was pretty good, but we have only been there once.",3396
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",34
Something about them being busy with holiday party's.,798
The sake menu should not be overlooked!,395
I would highly recommend.,1838
This place is great.,176
the drinks are amazing and half off till 8pm.,3102
i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,984
"With so many poor experiences to be had in the theater district, is truly an excellent find!",2138
This has got to be one of the most overrated restaurants in Brooklyn.,1472
"The service, wine selection, ambiance are all outstanding and deserve recognition.",1969
"Went there last night for 2 year anniversery, and wasn't all that impressed.",1674
It was rather pathetic that it took them over an hour to seat us.,1330
"We were seated promptly as we had reservations, however after that the service was slow.",763
At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC.,332
"It's really also the service, is good and the waiters are friendly.",754
Suan was a recommendation that I am glad we heeded.,2248
"The food was pretty good, but a little flavorless and the portions very small, including dessert.",691
We visit at least once a month.,3363
"It is set far from the small street it's on, and there is no traffic noise.",999
"Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.",2503
I'll keep this short.,1310
I felt as though I were eating in Paris.,940
Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,247
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",2823
"However, it's not worth a special trip.",3628
Nice value.,349
Gigino's in Wagner Park is so enjoyable.,987
And it was quick which is very important.,1611
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,2649
All the NYU students love this place so it makes for a fun young atmosphere.,2396
The food here does a great service to the name (Cantonese that is...).,139
"But, nothing stands out about the cooking.",841
Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,3477
"If that's a problem, go to McDonald's and destroy your insides.",442
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,90
I've been here 3 times for lunch and it is one of my favorites in the city.,298
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",1104
"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",2563
Always busy but fast moving.,1280
Too bad the food wasn't of the same heritage.,2790
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",323
Sexy.,24
"The food was really good, I had the onion soup and it was one of the best ever.",1891
"I will have to say, this Bengali Fast Food joint is clearly my favorite.",2417
I'm not picky - but it was actually gross.,2980
"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",3451
"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",1551
"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.",3146
"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",1785
"Even with John's and Joe's around the corner, this place will make a name for itself.",1492
"It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.",406
"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",3650
My girlfriend convinced me to go in the other night for a quick bite.,2985
"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",2084
despite the untasteful previous review...,2536
"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",1820
"Sure, everyone's got their favorite, but to know Sal, is to know New York.",1826
I think that it is absolutely brilliant and well runned business operation.,96
Also they were $15 each!,3584
"The service is ok, some of the people didn't get what they asked for.",3193
"My friends spoke so much about it for months, I finally made the time to come down ear and dine in.",93
If you want good authentic Thai this place is not the place to go.,2212
I recommend getting a reservation even though we saw people seated without one.,3426
The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,1138
This is as good as neighborhood restaurants come.,1461
"If you want some roast duck, pork or chicken on rice with ginger, try them out!",128
"You order from a menu, so you leave feeling like you missed the full experience.",1008
One of the more authentic Shanghainese restaurants in the US definitely the best in Manhattan Chinatown.,241
We will go back every time we are in the City.,1581
we love th pink pony.,1815
So eat fast and order a lot.,1746
Staff is very accomodating.,2124
I have to agree with the previous reviewer.,2919
--Eat Club is a roving group of NYC gluttons,2360
"If you were there when it first opened, give this restaurant a second chance.",3082
I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.,1950
"If you like Sakagura but you feel it's too much, you'd better try Yokocho.",2803
yourself a favor and have dinner here and see if you dont agree with me.,1133
Definitely a great spot for a nice occasion or date.,3204
You can't go wrong with this place.,1728
Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,2801
Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.,2140
Not pretentious and very economical.,2447
"The food was terrific and the service classy, attentive, without being overbearing.",224
This is an amazing place to try some roti rolls.,2434
Fresh ingredients and everything is made to order.,459
"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",3042
Quick and friendly service.,152
Authentic bistro!,3062
"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system.",2426
Somewhat pricey but what the heck.,225
"It's true, this place is not cheap.",2424
"Try the hot dogs too, they're snappy and delicious.",494
Delivery is fast too.,1033
"Being from the south, there aren't any good delis in my area and while watching Foods across America on PBS I found out about Katz's Deli.",496
"The noise level was unbearable, conversation impossible.",2486
Personal pans are the perfect size for those hungry nights.,2307
Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.,1646
One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.,3255
It's convenient.,2229
Thanks Bloom's for a lovely trip.,2615
The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.,318
"Oh right, I should probably say something nice.",895
"Odd for Ave B, not just odd, The place attracts an eclectic crowd to say the least.",198
"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",2864
Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,1269
this is can became on e of the NY Italian Food fare institutions.,95
just got back from lunch at Tamarind and it was excellent.,2062
"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's.",3557
"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).",38
Try the cheesecake!,1957
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,1542
"David, Daytona Beach, FL",55
Perhaps.,168
Great Indian food and the service is incredible.,2328
Go here.,3644
If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,1214
Rosario's is without a doubt one of the greatest pizzerias in existence.,1825
"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",504
"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.",1853
We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,1538
"Especially liked chicken tikka and the naan, and the dals.",2482
The waiters were not attentive except that the bill turned up on the table before we were finished.,791
The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,998
"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",2872
We generally like good restaurants and eat out often but Kai was way to expensive for what we got.,3281
What a great place.,2213
The sangria was pretty tasty and good on a hot muggy day.,2607
Don't eat here unless you're starving for thai food and you work next door.,1272
This tiny Williamsburg spot is always pleasantly surprising.,3369
"For the people who want great food plus great service, Roxy is a place to AVOID!",3578
I had the best ravioli ever.,572
"While the menu isn't especially groundbreaking, everything I've tried so far has been well-executed and tasty.",2500
Ive been here a bunch of times now and the service is always outstanding.,45
The bill is approximately $25 for 2 at lunch without drinks.,2445
"Quite frankly, this is some of the worst sushi I have ever tried.",3217
"The food is great, service is ok.",1188
"The overall price tag was very very expensive, something I did expect.",1973
"By the time we were done, it was past 1:00am.",1334
"Spice is great Thai food, love the inexpensive appetizers.",2392
"Read all the other review, they'll confirm it.",1791
Even after they overcharged me the last time I was there.,1044
The service was attentive.,925
"He not only makes his own homemade mozzarella, but every pie is ultra fresh.",1828
Fish was overdone.,2363
"Great idea and base for restaurant, but work on the details, people who think this was good need to go back to the shore towns and rethink what it should have tasted like.",327
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",2831
We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,2479
I have been twice to this restaurant.,1374
also make sure you pay attention to the music being piped in - quite a weird selection.,985
You could get a much better dining experience for the same amount of money in a lot of other French Bistros.,3061
The establishment scores big points in presentation and style.,1843
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",2102
Good food.,2149
"The wait staff is very friendly, if not overly efficient.",964
Surprisingly nothing could be further from the truth.,748
The dim sum however was very good.,766
It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the ribs all night.,2674
Service has always been friendly and efficient.,2501
Went there and had a combination of different seafood dishes and appetizers.,2222
Its a great place for a casual date or to entertain clients for lunch.,2786
All we received was an apology as we left to see our show without dinner.,773
The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,368
Prices are very good.,994
"We could not catch our waiter's eye, and he ignored us.",366
Fantastic place.,3075
Plain and simple it's bad thai food.,1270
Definitely not a restaurant to skip!,3664
They refuse to seat parties of 3 or more on weekends.,3128
Usually 3 vs. 4 items per dish.,2097
"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",1705
"The Dim Sum was so-so, but not spectacular.",3145
The food was so-so.,790
"The waitress, seems to be more concerned of looking good than actually waitressing.",9
"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.",3085
What a ripoff!,1448
Threw my fiance's surprise 30th birthday dinner here couldn't be happier.,1933
You can do it here.,1661
Food-awesome.,1817
"good music, great food, speedy service affordable prices.",2512
"There was a small wait, but shorter than I expected.",1749
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,3441
"May, the owner always has a smile on her and will warmly greet you.",3260
I've lived in NY for 5 years and this place has it all.,2910
I just read Mocaramel's review and felt compelled to respond.,76
The sides were ok and incredibly salty.,1971
It hits the spot every time,1286
"For some reason, all the seafood on the menu was unavailable except for the Salmon.",797
"Not a large place, but it's cute and cozy.",2315
Don't be fooled by crowds of people.,344
and there's no way out.,1990
"The beverages were excellent, and the dessert was good.",2900
The hostess and the waitress were incredibly rude and did everything they could to rush us out.,3122
"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",719
"Please if your thinking about it go, and stay the wait you won't be disappointed.",3669
I must say the view of NYC is so beautiful!,3295
"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.",1130
"When going out for a nice dinner, I like a nice ambiance as well as very good food.",2896
"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out.",2299
"Otherwise, this place has great service and prices and a nice friendly atmosphere.",1652
Highly recommend this as great value for excellent sushi and service.,2128
This place would be so much better served by being run by a group that actually understands customer service.,2835
A++   The service was good to excellent along with the attitude.,778
"This is my fourth try over a two year period, and I'm done.",3029
The food is awesome - definitely try the striped bass.,1672
"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",1125
black white shakes came out good also.,3694
It's simply the best meal in NYC.,2721
Probably would not go again...,884
After passing by this restaurant for sometime I finally decided to go in and have dinner.,954
"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.",2452
I ordered the chu chu curry and my friend ordered the pad thai chicken.,1250
We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,3234
Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).,2494
"However, they've got the most amazing pastrami and the soups hit the spot.",1533
Great bagels made the old-fashioned way.,1055
"This is some really good, inexpensive sushi.",1784
"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",2178
"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",1689
For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,771
The pizza is delicious and the proprietor is one of the nicest in NYC.,3370
"Also good for client lunch meetings, esp.",823
For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.,1988
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",3535
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,2449
The setting is casual and romantic.,993
IT WAS HORRIBLE.,3598
"Terrible, terrible management - deserves to be shut-down.",2840
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",1034
The desserts are more appealing then stuffy overpriced French restaurants.,2709
"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",2734
"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",174
"I found the food to be outstanding, particulary the salmon dish I had.",3654
Mizu is home to creative and unique rolls not to found anywhere else.,1049
"The New York Times has reviewed this place three times already, you know it's going to be good.",2515
Baluchi's has solid food and a nice decor at reasonable prices.,3320
"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.",102
I have been to spice three times- twice during lunch and once at dinner.,2397
"Moules were excellent, lobster ravioli was VERY salty!",511
I came to this restaurant expecting to be surprised but left bored and overcharged.,1203
"A cheap eat for NYC, but not for dosa.",1077
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,133
"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",3230
i don't usually order wine with indian so i can't comment on their wine list or their wines.,2905
Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,491
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",2001
"Really though, where's the seasoning?",1362
"The food was just OK, at least for what food was available.",796
"by dinner time, they turn it around and mount a huge comeback!!",2733
The waitress was very patient with us and the food is phenomenal!,178
"The ambience was nice, but service wasn't so great.",2627
"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",2946
The people that work there are always so friendly you forget you are in New York sometimes.,554
"We didn't even see a menu, as our waiter described both the specials and the main dishes.",1616
The location and ambience is Ok but the food is what makes up for it.,3189
"otherwise, good stuff for late nite eats.",3693
"The dinner was ok, nothing I would have again.",1103
It is thick and slightly soggy.,1732
Its not the same if you have to sit inside.,990
I love and I know gourmet food by excellence!,1994
"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",541
Great people watching as others do the same to you.,229
Maybe it was just an unintentional mistake but I've experienced the same with other restaurants so I don't appreciate such practice.,3542
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",1617
He offers subpar service and has no personality.,3322
"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",1022
I'm going back.,751
Diner food at bistro prices is a bummer....,1711
My friends and I have been going here regularly for two years.,2179
"wow! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew.",1131
"Go there on an empty stomach and leave feeling like a baby Veal Calf(ok bad joke), but you will see.",2723
"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",2012
Me and my girls will definitely go back.,1684
"The first time the sushi was outstanding, the second time it was a little bland.",3024
The portions are large and the servers always surprise us with a different starter.,1622
"delicious bagels, especially when right out of the oven.",1059
Ive passed by the spot tons of times always wanting to go in.,2347
All the food was hot tasty.,3067
Have been several times and it never dissapoints.,530
This is one great place to eat pizza more out but not a good place for take-out pizza.,447
Our server was very helpful and friendly.,1592
Try green curry with vegetables.,3191
Would recommend this place as a good date spot if you don't want to drop a ton of cash.,3433
While I'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!,2134
This place was not ALL THAT!,2947
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",2770
"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",1989
Much more reasonably priced too!,445
"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",653
"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",3278
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,2789
Others have to go to other restaurants and feel sad until they're eaten.,440
Why make a reservation if you aren't going to keep it?,1331
"The Pad Thai is excellent here, as well.",2497
Big and gawky on the outside.,2705
I have been to Mary's many times and I like it.,3105
"Searching to get out from the cold, freezing weather, we went into what we thought was a deli.",1495
I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,3039
HIGHLY RECOMMENDED!!!!!,75
This is the best thing in Soho.,2446
Went here last night and had a pleasant experience.,3429
"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",3637
I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,861
"For $760 for 2 people, it's a once in a lifetime experience.",2000
"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",1316
We had the pot-stickers which were great and a tempura dish that was great.,2450
I think the stuff was better than Disney.,1577
"After reading the good reviews of this restaurant, I decided to give it a try with two friends.",3538
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",2901
"Orsay, is without a doubt one of the best values for authentic French food in NYC.",908
I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!,1790
It's definately not a place to go if you want to impress someone.,150
"Well, their deliveries take for ever and the food is usually cold.",2523
The staff is no nonsense.,2170
Chinese Desserts are known for healthful benefits in addition to the sweetness.,1012
Wonderful at holiday time.,1626
And really large portions.,1579
The place is a lot of fun.,1567
This is a great Thai restaurant with a very friendly staff.,3515
"Have eaten at Ginger House several times, and it's always good.",1698
I ordered the smoked salmon and roe appetizer and it was off flavor.,1873
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",2592
"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",3081
"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.",2806
"To give you an idea of how good we thought it was, we ended up going to Ping's three weekends in a row!!!",3142
"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",3575
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",1884
"In fact, two people could really share one plate.",3381
The food is great and authentic.,2507
This was a repeat visit and we'll definitely be back again.,745
during happy hour!,3100
Good for casual dinner with jeans and sneakers.,2802
Love YUKA.,1769
"Anyway, the food is good, the price is right and they have a decent wine list.",201
"Go, go, hurry, before everyone finds out about it.",1180
Prices are higher to dine in and their chicken tikka marsala is quite good.,2335
I am bringing my whole family back next time.,1593
This place has many different styles of pizza and they are all amazing.,3631
The photos of the restaurant in its web site are way better than the real look.,901
The food was lousy - too sweet or too salty and the portions tiny.,3049
But the coconut rice was good.,1242
It took them 25 minutes to bring our appetizer.,932
A guaranteeed delight!,2769
I have been coming to this neighborhood spot for years.,1105
Overall I would recommend it and go back again.,2609
The food was great.,776
Pair you food with the excellent beers on tap or their well priced wine list.,272
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,1152
All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,2894
"Anyway, this is the last time I cross the williamsburg.",2591
Metrazur has a beautiful spot overlooking the main terminal.,833
Friendly staff that actually lets you enjoy your meal and the company you're with.,461
"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",2830
Guess the 555Soul ads didn't launch her big modeling career.,1356
The restaurant is rather small but we were lucky to get a table quickly.,539
"Besides, we were on vacation!",836
I love this cozy around the way Rest.,2533
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",1435
Don't leave without trying One Night in Tokyo.,3208
Save yourself the time and trouble and skip this one!,3126
This is my favorite Italian restaurant in all of New York City.,1455
"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",2225
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,1056
"But, they were too big for the bun.",3582
