reviews,lemmas,lemmas,aspectCategory
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,"['warrant', 'nearli', 'sandwich', 'price', 'good', 'lobster', 'enough', 'although']","['warrant', 'nearli', 'sandwich', 'price', 'good', 'lobster', 'enough', 'although']",price
"May, the owner always has a smile on her and will warmly greet you.","['may', 'warmli', 'owner', 'smile', 'alway', 'greet']","['may', 'warmli', 'owner', 'smile', 'alway', 'greet']",service
I've lived in NY for 5 years and this place has it all.,"['ny', 'place', 'live', 'year']","['ny', 'place', 'live', 'year']",anecdotes/miscellaneous
I just read Mocaramel's review and felt compelled to respond.,"['compel', 'mocaramel', 'respond', 'read', 'review', 'felt']","['compel', 'mocaramel', 'respond', 'read', 'review', 'felt']",anecdotes/miscellaneous
The sides were ok and incredibly salty.,"['salti', 'incred', 'side', 'ok']","['salti', 'incred', 'side', 'ok']",food
It hits the spot every time,"['everi', 'time', 'hit', 'spot']","['everi', 'time', 'hit', 'spot']",anecdotes/miscellaneous
"For some reason, all the seafood on the menu was unavailable except for the Salmon.","['reason', 'salmon', 'menu', 'except', 'unavail', 'seafood']","['reason', 'salmon', 'menu', 'except', 'unavail', 'seafood']",food
"Not a large place, but it's cute and cozy.","['larg', 'place', 'cozi', 'cute']","['larg', 'place', 'cozi', 'cute']",ambience
Don't be fooled by crowds of people.,"['peopl', 'crowd', 'fool']","['peopl', 'crowd', 'fool']",anecdotes/miscellaneous
and there's no way out.,['way'],['way'],anecdotes/miscellaneous
"The beverages were excellent, and the dessert was good.","['excel', 'beverag', 'dessert', 'good']","['excel', 'beverag', 'dessert', 'good']",food
The hostess and the waitress were incredibly rude and did everything they could to rush us out.,"['could', 'rude', 'host', 'incred', 'everyth', 'rush', 'us', 'waitress']","['could', 'rude', 'host', 'incred', 'everyth', 'rush', 'us', 'waitress']",service
"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.","['time', 'els', 'order', 'dare', 'next', 'appet', 'simpl', 'drink', 'asian', 'anyth']","['time', 'els', 'order', 'dare', 'next', 'appet', 'simpl', 'drink', 'asian', 'anyth']",food
"Please if your thinking about it go, and stay the wait you won't be disappointed.","['disappoint', 'think', 'pleas', 'stay', 'wait', 'go']","['disappoint', 'think', 'pleas', 'stay', 'wait', 'go']",anecdotes/miscellaneous
I must say the view of NYC is so beautiful!,"['view', 'beauti', 'say', 'nyc', 'must']","['view', 'beauti', 'say', 'nyc', 'must']",ambience
"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.","['like', 'nice', 'slope', 'meal', 'light', 'tan', 'long', 'good', 'asian', 'accent', 'place']","['like', 'nice', 'slope', 'meal', 'light', 'tan', 'long', 'good', 'asian', 'accent', 'place']",food
"When going out for a nice dinner, I like a nice ambiance as well as very good food.","['like', 'ambianc', 'food', 'nice', 'well', 'dinner', 'good', 'go']","['like', 'ambianc', 'food', 'nice', 'well', 'dinner', 'good', 'go']",anecdotes/miscellaneous
"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out.","['come', 'want', 'stay', 'citi', 'say', 'good', 'lazi', 'folk', 'alphabet']","['come', 'want', 'stay', 'citi', 'say', 'good', 'lazi', 'folk', 'alphabet']",anecdotes/miscellaneous
"Otherwise, this place has great service and prices and a nice friendly atmosphere.","['atmospher', 'nice', 'otherwis', 'servic', 'friendli', 'place', 'price', 'great']","['atmospher', 'nice', 'otherwis', 'servic', 'friendli', 'place', 'price', 'great']",service
Highly recommend this as great value for excellent sushi and service.,"['sushi', 'excel', 'recommend', 'servic', 'valu', 'highli', 'great']","['sushi', 'excel', 'recommend', 'servic', 'valu', 'highli', 'great']",food
This place would be so much better served by being run by a group that actually understands customer service.,"['actual', 'custom', 'serv', 'much', 'servic', 'would', 'better', 'run', 'group', 'place', 'understand']","['actual', 'custom', 'serv', 'much', 'servic', 'would', 'better', 'run', 'group', 'place', 'understand']",service
A++   The service was good to excellent along with the attitude.,"['excel', 'attitud', 'servic', 'good', 'along']","['excel', 'attitud', 'servic', 'good', 'along']",service
"This is my fourth try over a two year period, and I'm done.","['year', 'two', 'fourth', 'period', 'do', 'tri']","['year', 'two', 'fourth', 'period', 'do', 'tri']",anecdotes/miscellaneous
The food is awesome - definitely try the striped bass.,"['awesom', 'strip', 'definit', 'tri', 'food', 'bass']","['awesom', 'strip', 'definit', 'tri', 'food', 'bass']",food
"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.","['time', 'get', 'want', 'lean', 'loud', 'littl', 'make', 'beauti', 'wife', 'music', 'whiff', 'corriand', 'closer']","['time', 'get', 'want', 'lean', 'loud', 'littl', 'make', 'beauti', 'wife', 'music', 'whiff', 'corriand', 'closer']",ambience
black white shakes came out good also.,"['come', 'shake', 'also', 'white', 'good', 'black']","['come', 'shake', 'also', 'white', 'good', 'black']",food
It's simply the best meal in NYC.,"['nyc', 'simpli', 'best', 'meal']","['nyc', 'simpli', 'best', 'meal']",anecdotes/miscellaneous
Probably would not go again...,"['go', 'would', 'probabl']","['go', 'would', 'probabl']",anecdotes/miscellaneous
After passing by this restaurant for sometime I finally decided to go in and have dinner.,"['restaur', 'decid', 'go', 'dinner', 'sometim', 'pass', 'final']","['restaur', 'decid', 'go', 'dinner', 'sometim', 'pass', 'final']",anecdotes/miscellaneous
"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.","['get', 'maximum', 'restaur', 'dine', 'seat', 'peopl', 'neighbor', 'nice', 'amount', 'tri']","['get', 'maximum', 'restaur', 'dine', 'seat', 'peopl', 'neighbor', 'nice', 'amount', 'tri']",ambience
I ordered the chu chu curry and my friend ordered the pad thai chicken.,"['chu', 'order', 'chicken', 'friend', 'curri', 'pad', 'thai']","['chu', 'order', 'chicken', 'friend', 'curri', 'pad', 'thai']",food
We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,"['food', 'compar', 'ribbon', 'blue', 'prix', 'monday', 'fix', 'go', 'experi']","['food', 'compar', 'ribbon', 'blue', 'prix', 'monday', 'fix', 'go', 'experi']",food
Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).,"['neighborhood', 'first', 'joya', 'favorit', 'tuk', 'second', 'thai', 'place']","['neighborhood', 'first', 'joya', 'favorit', 'tuk', 'second', 'thai', 'place']",anecdotes/miscellaneous
"However, they've got the most amazing pastrami and the soups hit the spot.","['get', 'hit', 'amaz', 'soup', 'howev', 'pastrami', 'spot']","['get', 'hit', 'amaz', 'soup', 'howev', 'pastrami', 'spot']",food
Great bagels made the old-fashioned way.,"['fashion', 'old', 'make', 'bagel', 'way', 'great']","['fashion', 'old', 'make', 'bagel', 'way', 'great']",food
"This is some really good, inexpensive sushi.","['inexpens', 'sushi', 'realli', 'good']","['inexpens', 'sushi', 'realli', 'good']",food
"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.","['lox', 'bagl', 'favorit', 'everyth', 'good', 'bagel', 'unbeliav', 'person', 'spread']","['lox', 'bagl', 'favorit', 'everyth', 'good', 'bagel', 'unbeliav', 'person', 'spread']",food
"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.","['qualiti', 'complain', 'least', 'crappi', 'even', 'good', 'food', 'tast']","['qualiti', 'complain', 'least', 'crappi', 'even', 'good', 'food', 'tast']",food
For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,"['listen', 'lobbi', 'half', 'stand', 'restaur', 'touristi', 'seat', 'crowd', 'area', 'next', 'type', 'explan', 'hour']","['listen', 'lobbi', 'half', 'stand', 'restaur', 'touristi', 'seat', 'crowd', 'area', 'next', 'type', 'explan', 'hour']",service
The pizza is delicious and the proprietor is one of the nicest in NYC.,"['one', 'nyc', 'nicest', 'proprietor', 'delici', 'pizza']","['one', 'nyc', 'nicest', 'proprietor', 'delici', 'pizza']",food
"Also good for client lunch meetings, esp.","['meet', 'client', 'also', 'good', 'lunch', 'esp']","['meet', 'client', 'also', 'good', 'lunch', 'esp']",anecdotes/miscellaneous
For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.,"['repeat', 'perform', 'wave', 'get', 'pay', 'back', 'ever', 'magic', 'even', 'us', 'wand']","['repeat', 'perform', 'wave', 'get', 'pay', 'back', 'ever', 'magic', 'even', 'us', 'wand']",price
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.","['present', 'decor', 'dark', 'consid', 'sooth', 'cool', 'low', 'spectacular', 'food', 'price']","['present', 'decor', 'dark', 'consid', 'sooth', 'cool', 'low', 'spectacular', 'food', 'price']",ambience
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,"['husband', 'nice', 'suggest', 'enjoy', 'meal', 'swordfish', 'waitstaff']","['husband', 'nice', 'suggest', 'enjoy', 'meal', 'swordfish', 'waitstaff']",food
The setting is casual and romantic.,"['set', 'casual', 'romant']","['set', 'casual', 'romant']",ambience
IT WAS HORRIBLE.,['horribl'],['horribl'],anecdotes/miscellaneous
"Terrible, terrible management - deserves to be shut-down.","['manag', 'deserv', 'terribl', 'shut']","['manag', 'deserv', 'terribl', 'shut']",service
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.","['sushi', 'seat', 'excel', 'fast', 'servic', 'deliveri', 'friendli', 'great']","['sushi', 'seat', 'excel', 'fast', 'servic', 'deliveri', 'friendli', 'great']",food
The desserts are more appealing then stuffy overpriced French restaurants.,"['restaur', 'dessert', 'overpric', 'appeal', 'stuffi', 'french']","['restaur', 'dessert', 'overpric', 'appeal', 'stuffi', 'french']",food
"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...","['sort', 'matter', 'yanke', 'bad', 'ralli', 'remind', 'servic', 'corner', 'flavor', 'italian', 'surpris', 'turn', 'attent', 'around', 'nightmar', 'late', 'know', 'ue', 'ny', 'look', 'food']","['sort', 'matter', 'yanke', 'bad', 'ralli', 'remind', 'servic', 'corner', 'flavor', 'italian', 'surpris', 'turn', 'attent', 'around', 'nightmar', 'late', 'know', 'ue', 'ny', 'look', 'food']",food
"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.","['time', 'true', 'review', 'order', 'particularli', 'slow', 'arriv', 'even', 'mani', 'problem', 'lunch', 'often', 'notic']","['time', 'true', 'review', 'order', 'particularli', 'slow', 'arriv', 'even', 'mani', 'problem', 'lunch', 'often', 'notic']",service
"I found the food to be outstanding, particulary the salmon dish I had.","['find', 'salmon', 'particulari', 'outstand', 'dish', 'food']","['find', 'salmon', 'particulari', 'outstand', 'dish', 'food']",food
Mizu is home to creative and unique rolls not to found anywhere else.,"['uniqu', 'find', 'els', 'anywher', 'creativ', 'mizu', 'home', 'roll']","['uniqu', 'find', 'els', 'anywher', 'creativ', 'mizu', 'home', 'roll']",food
"The New York Times has reviewed this place three times already, you know it's going to be good.","['time', 'new', 'know', 'three', 'york', 'go', 'alreadi', 'good', 'place', 'review']","['time', 'new', 'know', 'three', 'york', 'go', 'alreadi', 'good', 'place', 'review']",anecdotes/miscellaneous
Baluchi's has solid food and a nice decor at reasonable prices.,"['decor', 'reason', 'baluchi', 'nice', 'food', 'price', 'solid']","['decor', 'reason', 'baluchi', 'nice', 'food', 'price', 'solid']",food
"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.","['tabl', 'come', 'guest', 'emilio', 'owner', 'front', 'greet', 'sit', 'go', 'often']","['tabl', 'come', 'guest', 'emilio', 'owner', 'front', 'greet', 'sit', 'go', 'often']",service
I have been to spice three times- twice during lunch and once at dinner.,"['time', 'spice', 'three', 'dinner', 'lunch', 'twice']","['time', 'spice', 'three', 'dinner', 'lunch', 'twice']",anecdotes/miscellaneous
"Moules were excellent, lobster ravioli was VERY salty!","['moul', 'excel', 'ravioli', 'lobster', 'salti']","['moul', 'excel', 'ravioli', 'lobster', 'salti']",food
I came to this restaurant expecting to be surprised but left bored and overcharged.,"['come', 'overcharg', 'restaur', 'leav', 'surpris', 'bore', 'expect']","['come', 'overcharg', 'restaur', 'leav', 'surpris', 'bore', 'expect']",anecdotes/miscellaneous
"A cheap eat for NYC, but not for dosa.","['dosa', 'eat', 'nyc', 'cheap']","['dosa', 'eat', 'nyc', 'cheap']",price
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,"['waiter', 'atmospher', 'fast', 'noisi', 'liter', 'around', 'thing', 'walk']","['waiter', 'atmospher', 'fast', 'noisi', 'liter', 'around', 'thing', 'walk']",service
"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.","['great', 'list', 'surpris', 'ever', 'amaz', 'menu', 'alway', 'offer', 'seafood', 'good', 'wine', 'chang']","['great', 'list', 'surpris', 'ever', 'amaz', 'menu', 'alway', 'offer', 'seafood', 'good', 'wine', 'chang']",food
i don't usually order wine with indian so i can't comment on their wine list or their wines.,"['usual', 'list', 'order', 'win', 'indian', 'comment', 'wine']","['usual', 'list', 'order', 'win', 'indian', 'comment', 'wine']",food
Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,"['juici', 'corn', 'extra', 'bread', 'high', 'beef', 'rye', 'pile', 'pastrami', 'ask']","['juici', 'corn', 'extra', 'bread', 'high', 'beef', 'rye', 'pile', 'pastrami', 'ask']",food
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).","['champagn', 'dinner', 'drink', 'glass', 'wine', 'bottl', 'expens']","['champagn', 'dinner', 'drink', 'glass', 'wine', 'bottl', 'expens']",price
"Really though, where's the seasoning?","['season', 'though', 'realli']","['season', 'though', 'realli']",food
"The food was just OK, at least for what food was available.","['food', 'avail', 'ok', 'least']","['food', 'avail', 'ok', 'least']",food
"by dinner time, they turn it around and mount a huge comeback!!","['time', 'comeback', 'huge', 'turn', 'dinner', 'around', 'mount']","['time', 'comeback', 'huge', 'turn', 'dinner', 'around', 'mount']",anecdotes/miscellaneous
The waitress was very patient with us and the food is phenomenal!,"['patient', 'waitress', 'phenomen', 'us', 'food']","['patient', 'waitress', 'phenomen', 'us', 'food']",food
"The ambience was nice, but service wasn't so great.","['servic', 'nice', 'ambienc', 'great']","['servic', 'nice', 'ambienc', 'great']",service
"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.","['come', 'back', 'list', 'keep', 'staff', 'owner', 'ever', 'menu', 'adventur', 'us', 'friendli', 'knowledg', 'wine', 'solid', 'chang']","['come', 'back', 'list', 'keep', 'staff', 'owner', 'ever', 'menu', 'adventur', 'us', 'friendli', 'knowledg', 'wine', 'solid', 'chang']",food
The people that work there are always so friendly you forget you are in New York sometimes.,"['new', 'peopl', 'forget', 'york', 'alway', 'sometim', 'work', 'friendli']","['new', 'peopl', 'forget', 'york', 'alway', 'sometim', 'work', 'friendli']",service
"We didn't even see a menu, as our waiter described both the specials and the main dishes.","['waiter', 'main', 'see', 'menu', 'even', 'dish', 'describ', 'special']","['waiter', 'main', 'see', 'menu', 'even', 'dish', 'describ', 'special']",service
The location and ambience is Ok but the food is what makes up for it.,"['locat', 'make', 'ok', 'food', 'ambienc']","['locat', 'make', 'ok', 'food', 'ambienc']",food
"otherwise, good stuff for late nite eats.","['late', 'eat', 'otherwis', 'stuff', 'good', 'nite']","['late', 'eat', 'otherwis', 'stuff', 'good', 'nite']",food
"The dinner was ok, nothing I would have again.","['dinner', 'would', 'ok', 'noth']","['dinner', 'would', 'ok', 'noth']",food
It is thick and slightly soggy.,"['soggi', 'thick', 'slightli']","['soggi', 'thick', 'slightli']",food
Its not the same if you have to sit inside.,"['sit', 'insid']","['sit', 'insid']",ambience
I love and I know gourmet food by excellence!,"['know', 'excel', 'gourmet', 'food', 'love']","['know', 'excel', 'gourmet', 'food', 'love']",food
"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....","['come', 'bruschetta', 'tri', 'assort', 'panini', 'forward', 'plan', 'look']","['come', 'bruschetta', 'tri', 'assort', 'panini', 'forward', 'plan', 'look']",food
Great people watching as others do the same to you.,"['peopl', 'other', 'watch', 'great']","['peopl', 'other', 'watch', 'great']",ambience
Maybe it was just an unintentional mistake but I've experienced the same with other restaurants so I don't appreciate such practice.,"['restaur', 'appreci', 'mayb', 'practic', 'unintent', 'mistak', 'experi']","['restaur', 'appreci', 'mayb', 'practic', 'unintent', 'mistak', 'experi']",anecdotes/miscellaneous
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.","['like', 'great', 'els', 'regular', 'someth', 'oblig', 'peopl', 'two', 'dish', 'menu', 'immedi', 'volar', 'parti', 'felt']","['like', 'great', 'els', 'regular', 'someth', 'oblig', 'peopl', 'two', 'dish', 'menu', 'immedi', 'volar', 'parti', 'felt']",service
He offers subpar service and has no personality.,"['person', 'servic', 'offer', 'subpar']","['person', 'servic', 'offer', 'subpar']",service
"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.","['regular', 'beancurd', 'assort', 'know', 'mini', 'fri', 'fruit', 'milk', 'bun', 'friendli', 'waitress', 'condens', 'rememb']","['regular', 'beancurd', 'assort', 'know', 'mini', 'fri', 'fruit', 'milk', 'bun', 'friendli', 'waitress', 'condens', 'rememb']",service
I'm going back.,"['go', 'back']","['go', 'back']",anecdotes/miscellaneous
Diner food at bistro prices is a bummer....,"['bistro', 'bummer', 'diner', 'food', 'price']","['bistro', 'bummer', 'diner', 'food', 'price']",price
My friends and I have been going here regularly for two years.,"['year', 'two', 'friend', 'regularli', 'go']","['year', 'two', 'friend', 'regularli', 'go']",anecdotes/miscellaneous
"wow! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew.","['time', 'neighborhood', 'wow', 'know', 'first', 'week', 'one', 'last', 'miss', 'tan', 'long', 'ny', 'mani', 'tri', 'alreadi']","['time', 'neighborhood', 'wow', 'know', 'first', 'week', 'one', 'last', 'miss', 'tan', 'long', 'ny', 'mani', 'tri', 'alreadi']",anecdotes/miscellaneous
"Go there on an empty stomach and leave feeling like a baby Veal Calf(ok bad joke), but you will see.","['stomach', 'like', 'bad', 'leav', 'veal', 'see', 'feel', 'empti', 'babi', 'calf', 'joke', 'go', 'ok']","['stomach', 'like', 'bad', 'leav', 'veal', 'see', 'feel', 'empti', 'babi', 'calf', 'joke', 'go', 'ok']",anecdotes/miscellaneous
"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.","['tabl', 'annoy', 'convers', 'across', 'enjoy', 'thoroughli', 'food', 'scream']","['tabl', 'annoy', 'convers', 'across', 'enjoy', 'thoroughli', 'food', 'scream']",ambience
Me and my girls will definitely go back.,"['definit', 'go', 'back', 'girl']","['definit', 'go', 'back', 'girl']",anecdotes/miscellaneous
"The first time the sushi was outstanding, the second time it was a little bland.","['time', 'sushi', 'first', 'littl', 'outstand', 'second', 'bland']","['time', 'sushi', 'first', 'littl', 'outstand', 'second', 'bland']",food
The portions are large and the servers always surprise us with a different starter.,"['surpris', 'server', 'alway', 'differ', 'starter', 'us', 'larg', 'portion']","['surpris', 'server', 'alway', 'differ', 'starter', 'us', 'larg', 'portion']",food
"delicious bagels, especially when right out of the oven.","['especi', 'oven', 'bagel', 'delici', 'right']","['especi', 'oven', 'bagel', 'delici', 'right']",food
Ive passed by the spot tons of times always wanting to go in.,"['time', 'ive', 'want', 'go', 'alway', 'pass', 'ton', 'spot']","['time', 'ive', 'want', 'go', 'alway', 'pass', 'ton', 'spot']",anecdotes/miscellaneous
All the food was hot tasty.,"['hot', 'food', 'tasti']","['hot', 'food', 'tasti']",food
Have been several times and it never dissapoints.,"['time', 'dissapoint', 'sever', 'never']","['time', 'dissapoint', 'sever', 'never']",anecdotes/miscellaneous
This is one great place to eat pizza more out but not a good place for take-out pizza.,"['place', 'one', 'take', 'good', 'eat', 'pizza', 'great']","['place', 'one', 'take', 'good', 'eat', 'pizza', 'great']",food
Our server was very helpful and friendly.,"['server', 'help', 'friendli']","['server', 'help', 'friendli']",service
Try green curry with vegetables.,"['tri', 'curri', 'green', 'veget']","['tri', 'curri', 'green', 'veget']",food
Would recommend this place as a good date spot if you don't want to drop a ton of cash.,"['drop', 'ton', 'date', 'want', 'recommend', 'cash', 'would', 'good', 'place', 'spot']","['drop', 'ton', 'date', 'want', 'recommend', 'cash', 'would', 'good', 'place', 'spot']",anecdotes/miscellaneous
While I'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!,"['repeat', 'time', 'busi', 'happen', 'buy', 'kind', 'treatment', 'sure']","['repeat', 'time', 'busi', 'happen', 'buy', 'kind', 'treatment', 'sure']",service
This place was not ALL THAT!,['place'],['place'],anecdotes/miscellaneous
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.","['claim', 'editori', 'first', 'citysearch', 'romant', 'place', 'review']","['claim', 'editori', 'first', 'citysearch', 'romant', 'place', 'review']",ambience
"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.","['anticip', 'sens', 'like', 'get', 'lifetim', 'ride', 'peopl', 'heavi', 'door', 'vault', 'arriv', 'din', 'second', 'go', 'walk']","['anticip', 'sens', 'like', 'get', 'lifetim', 'ride', 'peopl', 'heavi', 'door', 'vault', 'arriv', 'din', 'second', 'go', 'walk']",ambience
Much more reasonably priced too!,"['much', 'price', 'reason']","['much', 'price', 'reason']",price
"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.","['find', 'great', 'manhattan', 'restaur', 'drive', 'seem', 'corona', 'ventur', 'italian', 'island']","['find', 'great', 'manhattan', 'restaur', 'drive', 'seem', 'corona', 'ventur', 'italian', 'island']",anecdotes/miscellaneous
"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.","['restaur', 'qualiti', 'high', 'even', 'portioin', 'food', 'tini', 'tasti']","['restaur', 'qualiti', 'high', 'even', 'portioin', 'food', 'tini', 'tasti']",food
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,"['surpris', 'speak', 'pleasantli', 'friend', 'arriv', 'italian', 'everyon', 'milan']","['surpris', 'speak', 'pleasantli', 'friend', 'arriv', 'italian', 'everyon', 'milan']",anecdotes/miscellaneous
Others have to go to other restaurants and feel sad until they're eaten.,"['restaur', 'feel', 'eat', 'other', 'go', 'sad']","['restaur', 'feel', 'eat', 'other', 'go', 'sad']",anecdotes/miscellaneous
Why make a reservation if you aren't going to keep it?,"['make', 'go', 'keep', 'reserv']","['make', 'go', 'keep', 'reserv']",service
"The Pad Thai is excellent here, as well.","['thai', 'excel', 'well', 'pad']","['thai', 'excel', 'well', 'pad']",food
Big and gawky on the outside.,"['big', 'outsid', 'gawki']","['big', 'outsid', 'gawki']",ambience
I have been to Mary's many times and I like it.,"['mani', 'time', 'like', 'mari']","['mani', 'time', 'like', 'mari']",anecdotes/miscellaneous
"Searching to get out from the cold, freezing weather, we went into what we thought was a deli.","['get', 'cold', 'freez', 'think', 'deli', 'search', 'go', 'weather']","['get', 'cold', 'freez', 'think', 'deli', 'search', 'go', 'weather']",anecdotes/miscellaneous
I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,"['chines', 'regular', 'restaur', 'recommend', 'special', 'lunch', 'tast']","['chines', 'regular', 'restaur', 'recommend', 'special', 'lunch', 'tast']",food
HIGHLY RECOMMENDED!!!!!,"['highli', 'recommend']","['highli', 'recommend']",anecdotes/miscellaneous
This is the best thing in Soho.,"['best', 'thing', 'soho']","['best', 'thing', 'soho']",anecdotes/miscellaneous
Went here last night and had a pleasant experience.,"['pleasant', 'last', 'night', 'go', 'experi']","['pleasant', 'last', 'night', 'go', 'experi']",anecdotes/miscellaneous
"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.","['peopl', 'place', 'nice', 'obvious', 'enjoy', 'block', 'park', 'look', 'nina', 'pizza']","['peopl', 'place', 'nice', 'obvious', 'enjoy', 'block', 'park', 'look', 'nina', 'pizza']",anecdotes/miscellaneous
I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,"['come', 'boyfriend', 'anniversari', 'recommend', 'friend', 'highli']","['come', 'boyfriend', 'anniversari', 'recommend', 'friend', 'highli']",anecdotes/miscellaneous
"For $760 for 2 people, it's a once in a lifetime experience.","['peopl', 'experi', 'lifetim']","['peopl', 'experi', 'lifetim']",price
"The food is o.k., but not any better than what you get at a good neighborhood restaurant.","['k', 'get', 'neighborhood', 'restaur', 'better', 'good', 'food']","['k', 'get', 'neighborhood', 'restaur', 'better', 'good', 'food']",food
We had the pot-stickers which were great and a tempura dish that was great.,"['dish', 'sticker', 'tempura', 'pot', 'great']","['dish', 'sticker', 'tempura', 'pot', 'great']",food
I think the stuff was better than Disney.,"['better', 'stuff', 'disney', 'think']","['better', 'stuff', 'disney', 'think']",service
"After reading the good reviews of this restaurant, I decided to give it a try with two friends.","['restaur', 'two', 'decid', 'read', 'give', 'friend', 'good', 'tri', 'review']","['restaur', 'two', 'decid', 'read', 'give', 'friend', 'good', 'tri', 'review']",anecdotes/miscellaneous
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.","['food', 'like', 'restaur', 'return', 'new', 'atmospher', 'rang', 'sapphir', 'york', 'definit', 'despit', 'better', 'entre', 'citi', 'overli', 'love', 'expens']","['food', 'like', 'restaur', 'return', 'new', 'atmospher', 'rang', 'sapphir', 'york', 'definit', 'despit', 'better', 'entre', 'citi', 'overli', 'love', 'expens']",anecdotes/miscellaneous
"Orsay, is without a doubt one of the best values for authentic French food in NYC.","['without', 'best', 'orsay', 'one', 'doubt', 'french', 'valu', 'nyc', 'food', 'authent']","['without', 'best', 'orsay', 'one', 'doubt', 'french', 'valu', 'nyc', 'food', 'authent']",food
I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!,"['find', 'restaur', 'could', 'new', 'unwant', 'feel', 'york', 'realli', 'ignor', 'search', 'final', 'hard']","['find', 'restaur', 'could', 'new', 'unwant', 'feel', 'york', 'realli', 'ignor', 'search', 'final', 'hard']",service
It's definately not a place to go if you want to impress someone.,"['want', 'defin', 'go', 'someon', 'impress', 'place']","['want', 'defin', 'go', 'someon', 'impress', 'place']",anecdotes/miscellaneous
"Well, their deliveries take for ever and the food is usually cold.","['usual', 'cold', 'ever', 'well', 'take', 'deliveri', 'food']","['usual', 'cold', 'ever', 'well', 'take', 'deliveri', 'food']",food
The staff is no nonsense.,"['nonsens', 'staff']","['nonsens', 'staff']",service
Chinese Desserts are known for healthful benefits in addition to the sweetness.,"['sweet', 'benefit', 'know', 'dessert', 'addit', 'health', 'chines']","['sweet', 'benefit', 'know', 'dessert', 'addit', 'health', 'chines']",food
Wonderful at holiday time.,"['time', 'wonder', 'holiday']","['time', 'wonder', 'holiday']",anecdotes/miscellaneous
And really large portions.,"['larg', 'portion', 'realli']","['larg', 'portion', 'realli']",food
The place is a lot of fun.,"['place', 'fun', 'lot']","['place', 'fun', 'lot']",anecdotes/miscellaneous
This is a great Thai restaurant with a very friendly staff.,"['restaur', 'staff', 'friendli', 'thai', 'great']","['restaur', 'staff', 'friendli', 'thai', 'great']",anecdotes/miscellaneous
"Have eaten at Ginger House several times, and it's always good.","['ginger', 'time', 'hous', 'sever', 'alway', 'good', 'eat']","['ginger', 'time', 'hous', 'sever', 'alway', 'good', 'eat']",anecdotes/miscellaneous
I ordered the smoked salmon and roe appetizer and it was off flavor.,"['roe', 'order', 'smoke', 'salmon', 'appet', 'flavor']","['roe', 'order', 'smoke', 'salmon', 'appet', 'flavor']",food
